,RREG,RHHNUM,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6M_DTLEFT,RQ6Y_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_2DGT,RQ10_REASON,RQ11_BASE,RQ12_CTRY,RQ13_RETURN,RQ14_INDWORK,RQ15_2DGT,RQ16_2DGT,RQ17_AVEMINC,RQ18_NOMONTH,RQ19_RET,RQ20M_DTRET,RQ20Y_DTRET,RQ21_REASON,RQ22M_DTEXP,RQ22Y_DTEXP,RQ23_CASHREM,RQ24_CASHAMT,RQ25_MODE,RQ26_REMITTANCE_SPENT,RQ261P_CONSUM,RQ262P_INVEST,RQ263P_SAVINGS,RQ264P_GIFT,RQ265P_OTHERS,RQ27_RET6MOS,RQ28_CASHHOME,RQ29_INKIND,RQ30_KINDAMT,RSWGT,RP6M_IND,RSVYYR,RPRRCD
104,1,83,1,1,1,35,1,9,2019,2,08,93,1,1,234,27,1,34,56,0040000,27,1,12,2021,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,541.2044,2,2023,2900
105,1,83,2,2,2,34,1,9,2019,2,08,52,1,1,234,27,1,91,96,0025000,27,1,12,2021,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,560.8318,2,2023,2900
106,1,84,5,5,2,28,1,2,2022,2,04,51,1,1,231,24,1,91,96,0020000,19,2,  ,    , ,02,2024,1,   60000,5,AC   ,040,000,060,000,000,2,       ,2,        ,560.8318,1,2023,2900
107,1,85,7,2,2,31,1,8,2023,2,10,41,1,1,233,24,1,91,96,0020000,01,2,  ,    , ,08,2025,1,   15000,5,ACE  ,030,000,040,000,030,2,       ,2,        ,560.8318,1,2023,2900
108,1,86,81,2,1,41,1,5,2019,2,04,83,6, ,500,60,1,93,10,0060000,52,2,  ,    , ,05,2024,1,  240000,1,ABC  ,030,030,040,000,000,2,       ,2,        ,550.7713, ,2023,2900
109,1,87,8,2,2,37,1,7,2023,2,04,09,1,1,235,24,1,91,96,0020000,02,2,  ,    , ,07,2025,1,   15000,5,AC   ,060,000,040,000,000,2,       ,2,        ,525.5407,1,2023,2900
110,1,88,4,3,2,26,1,4,2019,2,10,52,4, ,222,0,2,  ,  ,       ,  ,1,04,2019,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,485.5861,2,2023,2900
111,1,89,3,3,2,28,1,6,2023,1,10,52,1,1,211,24,1,91,96,0020000,03,2,  ,    , ,06,2025,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,485.5861,1,2023,2900
112,1,90,3,3,1,24,2,6,2023,1,10,92,1,2,400,6,1,31,50,0080000,09,2,  ,    , ,12,2023,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,421.2585,1,2023,2900
113,1,91,4,3,1,24,1,3,2023,1,04,92,1,2,100,24,1,62,03,0030000,06,2,  ,    , ,03,2025,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,506.3012,1,2023,2900
114,1,92,2,2,2,40,2,1,2023,2,04,52,1,1,232,24,1,91,96,0025000,57,2,  ,    , ,01,2025,1,  120000,5,AB   ,050,050,000,000,000,2,       ,2,        ,537.7626,1,2023,2900
115,1,93,2,2,2,56,1,6,2023,2,08,92,1,1,211,24,1,91,96,0020000,03,2,  ,    , ,06,2025,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,459.47,1,2023,2900
116,1,94,2,2,2,41,1,2,2022,2,10,92,1,1,222,24,1,91,96,0020000,19,2,  ,    , ,02,2024,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,537.7626,1,2023,2900
117,1,95,5,3,2,39,1,1,2023,2,04,52,1,1,400,36,1,53,96,0060000,08,2,  ,    , ,01,2026,1,  108000,1,A    ,100,000,000,000,000,2,       ,2,        ,537.7626,1,2023,2900
118,1,96,2,2,2,42,1,11,2018,2,03,51,1,1,233,24,1,91,96,0015000,24,1,11,2020,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,464.1403,2,2023,2900
119,1,97,2,2,2,45,2,7,2023,2,10,11,1,1,213,24,1,91,96,0030000,31,2,  ,    , ,07,2025,1,   60000,1,AC   ,050,000,050,000,000,2,       ,2,        ,478.6924,1,2023,2900
120,1,98,2,5,1,48,5,7,2023,2,10,09,1,2,500,6,1,83,03,0120000,50,2,  ,    , ,01,2024,1,  240000,1,ABC  ,050,020,030,000,000,1,0200000,1,00060000,496.8829,1,2023,2900
121,1,99,2,2,2,43,1,9,2019,2,09,51,1,1,233,60,1,91,96,0020000,48,2,  ,    , ,09,2024,1,   60000,1,A    ,100,000,000,000,000,2,       ,2,        ,464.1403,1,2023,2900
122,1,100,2,2,1,36,1,2,2023,2,04,92,1,1,233,36,1,51,55,0025000,07,2,  ,    , ,02,2026,1,  105000,1,AC   ,050,000,050,000,000,2,       ,2,        ,437.8407,1,2023,2900
123,1,101,2,2,2,63,2,3,2019,2,04,61,1,1,400,60,1,91,96,0050000,54,2,  ,    , ,03,2024,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,362.1518,1,2023,2900
124,1,102,2,2,2,59,2,9,2022,2,04,52,1,1,231,24,1,52,47,0020000,12,2,  ,    , ,09,2024,1,   50000,5,A    ,100,000,000,000,000,2,       ,2,        ,362.1518,1,2023,2900
125,1,103,2,2,2,56,2,8,2019,2,04,92,1,1,233,36,1,91,96,0020000,36,1,08,2022,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,362.1518,2,2023,2900
126,1,104,8,7,2,55,2,1,2021,3,04,92,1,1,211,35,1,91,96,0025000,56,2,  ,    , ,12,2023,1,   20000,5,A    ,100,000,000,000,000,2,       ,2,        ,362.1518,1,2023,2900
127,1,105,2,2,2,28,1,9,2021,2,04,52,1,1,222,24,1,91,96,0027000,24,1,09,2023,2,  ,    ,1,   80000,5,AC   ,075,000,025,000,000,1,0012000,2,        ,452.3247,1,2023,2900
128,1,106,1,1,2,33,1,5,2019,1,04,92,1,1,234,44,1,91,96,0018000,44,1,01,2023,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,452.3247,2,2023,2900
129,1,107,1,1,1,30,1,3,2021,2,04,92,1,1,233,24,1,51,55,0027000,24,1,03,2023,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,460.6378,2,2023,2900
130,1,108,4,6,2,25,1,10,2019,1,10,41,1,1,234,36,1,41,82,0030000,36,1,10,2022,2,  ,    ,2,       0, ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,452.3247,2,2023,2900
131,1,109,2,8,2,41,1,1,2023,1,08,51,1,1,222,24,1,91,96,0030000,08,2,  ,    , ,01,2025,1,   30000,1,A    ,100,000,000,000,000,2,       ,2,        ,461.5796,1,2023,2900
132,1,110,1,1,1,32,1,1,2020,2,09,61,4, ,214,2,2,  ,  ,       ,  ,1,03,2020,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,501.6284,2,2023,2900
133,1,111,1,1,2,66,2,2,2023,3,09,61,4, ,500,6,2,  ,  ,       ,  ,1,08,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0030000,2,        ,444.46,2,2023,2900
134,1,112,2,2,2,36,1,5,2023,2,04,52,1,1,235,24,1,91,96,0020000,04,2,  ,    , ,05,2025,1,   24000,1,A    ,100,000,000,000,000,2,       ,2,        ,461.5796,1,2023,2900
135,1,113,2,2,2,52,2,1,2022,2,02,61,1,1,400,36,1,91,96,0025000,50,2,  ,    , ,01,2025,1,   75000,5,AB   ,050,050,000,000,000,2,       ,1,00009500,469.5388,1,2023,2900
136,1,114,3,5,2,29,1,11,2018,2,03,92,1,1,231,57,1,91,96,0022000,57,1,08,2023,2,  ,    ,1,   60000,5,ABC  ,050,025,025,000,000,1,0140000,1,00008500,485.8369,1,2023,2900
137,1,115,1,1,1,44,3,2,2019,2,10,61,1,1,214,48,1,93,30,0080000,40,1,02,2023,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,461.4921,2,2023,2900
138,1,116,2,2,2,44,1,2,2020,2,04,91,1,1,235,46,1,91,96,0020000,43,2,  ,    , ,12,2023,1,   50000,5,A    ,100,000,000,000,000,2,       ,2,        ,448.1355,1,2023,2900
139,1,117,9,3,2,33,1,9,2022,1,04,91,1,1,235,24,1,91,96,0020000,12,2,  ,    , ,09,2024,1,   50000,5,A    ,100,000,000,000,000,2,       ,2,        ,478.2287,1,2023,2900
140,1,117,10,3,2,31,1,11,2022,1,04,91,1,1,235,24,1,91,96,0020000,10,2,  ,    , ,11,2024,1,   50000,5,A    ,100,000,000,000,000,2,       ,2,        ,478.2287,1,2023,2900
141,1,118,4,3,2,30,1,10,2022,1,10,31,1,1,100,88,1,41,63,0100000,11,2,  ,    , ,88,8888,1,  150000,5,A    ,100,000,000,000,000,2,       ,2,        ,478.2287,1,2023,2900
142,1,119,1,1,1,38,1,4,2021,2,10,61,1,1,233,13,1,71,43,0020000,13,1,05,2022,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,461.4921,2,2023,2900
143,1,120,6,5,1,26,1,6,2023,2,10,53,1,1,213,36,1,93,25,0030000,03,2,  ,    , ,06,2026,1,   30000,1,A    ,100,000,000,000,000,2,       ,2,        ,480.6098,1,2023,2900
144,1,121,2,2,2,33,2,9,2023,2,04,09,1,1,232,24,1,91,96,0030000,24,2,  ,    , ,09,2025,1,   70000,5,A    ,100,000,000,000,000,2,       ,2,        ,471.9363,1,2023,2900
145,1,122,2,3,1,31,2,12,2022,2,04,75,1,1,212,36,1,75,10,0045000,59,2,  ,    , ,12,2025,1,   80000,5,AC   ,070,000,030,000,000,2,       ,2,        ,480.6098,1,2023,2900
146,1,122,3,5,2,32,1,7,2023,2,08,52,4, ,212,1,2,  ,  ,       ,  ,1,08,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,471.9363,2,2023,2900
147,1,122,4,6,1,11,1,7,2023,1,01,09,4, ,212,1,2,  ,  ,       ,  ,1,08,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,497.0137,2,2023,2900
148,1,123,5,4,2,30,1,9,2023,4,02,52,1,1,233,24,1,91,55,0020000,00,2,  ,    , ,09,2025,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,471.9363,1,2023,2900
149,1,124,2,4,2,32,1,12,2022,1,02,09,1,1,235,24,1,91,96,0020000,09,2,  ,    , ,12,2024,1,   60000,1,A    ,100,000,000,000,000,2,       ,2,        ,472.2509,1,2023,2900
150,1,125,3,7,2,47,1,9,2022,3,04,11,1,1,231,24,1,91,96,0020000,12,2,  ,    , ,09,2024,1,   35000,5,A    ,100,000,000,000,000,2,       ,2,        ,462.1858,1,2023,2900
151,1,126,2,2,2,33,2,8,2023,2,04,52,1,1,233,24,1,91,96,0025000,25,2,  ,    , ,08,2025,1,   10000,5,A    ,100,000,000,000,000,2,       ,2,        ,478.2287,1,2023,2900
152,1,126,6,7,2,52,2,9,2021,3,04,92,1,1,211,24,1,91,96,0018000,48,1,09,2023,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0015000,2,        ,462.1858,1,2023,2900
153,1,127,2,2,2,32,1,4,2022,2,09,09,1,1,232,24,1,91,96,0019000,17,2,  ,    , ,04,2024,1,   60000,1,A    ,100,000,000,000,000,2,       ,2,        ,478.2287,1,2023,2900
154,1,128,5,3,2,35,2,4,2022,1,09,52,1,1,211,24,1,91,96,0030000,60,2,  ,    , ,04,2024,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,448.1355,1,2023,2900
155,1,129,3,3,1,40,1,4,2023,2,02,61,1,1,213,36,1,81,13,0050000,05,2,  ,    , ,04,2026,1,   71000,1,ACE  ,020,000,050,000,030,2,       ,2,        ,531.3946,1,2023,2900
156,1,129,4,5,2,40,1,4,2023,2,10,09,1,1,213,36,1,81,13,0050000,05,2,  ,    , ,04,2026,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,516.0149,1,2023,2900
157,1,129,7,5,1,40,1,2,2023,2,08,82,1,1,213,36,1,81,13,0050000,07,2,  ,    , ,02,2026,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,531.3946,1,2023,2900
158,1,129,8,3,2,39,1,2,2023,2,10,24,1,1,213,36,1,81,13,0050000,07,2,  ,    , ,02,2026,1,  120000,1,AC   ,010,000,090,000,000,2,       ,1,00060000,516.0149,1,2023,2900
159,1,130,2,2,2,31,1,8,2022,2,03,09,1,1,234,24,1,91,96,0020000,13,2,  ,    , ,08,2024,1,   90000,5,A    ,100,000,000,000,000,2,       ,2,        ,550.6663,1,2023,2900
160,1,131,4,3,2,31,1,8,2019,2,04,51,1,1,234,60,1,52,47,0020000,49,2,  ,    , ,08,2024,1,   42000,5,A    ,100,000,000,000,000,2,       ,2,        ,550.6663,1,2023,2900
161,1,132,3,3,2,24,1,9,2019,1,10,91,1,1,400,88,1,53,86,0030000,48,2,  ,    , ,88,8888,1,   60000,1,A    ,100,000,000,000,000,2,       ,2,        ,500.6343,1,2023,2900
162,1,133,2,2,1,36,1,5,2022,2,04,83,1,2,222,36,1,51,56,0030000,16,2,  ,    , ,05,2025,1,   48000,5,A    ,100,000,000,000,000,2,       ,2,        ,531.3946,1,2023,2900
163,1,134,2,2,2,37,1,8,2023,2,04,09,1,1,235,24,1,91,96,0020000,01,2,  ,    , ,08,2025,1,   20000,5,A    ,100,000,000,000,000,2,       ,2,        ,516.0149,1,2023,2900
164,1,135,81,8,2,39,1,1,2019,1,09,09,1,1,234,60,1,75,10,0018000,56,2,  ,    , ,01,2024,1,   48000,5,AC   ,050,000,050,000,000,2,       ,2,        ,449.1028,1,2023,2900
165,1,136,3,2,1,57,1,1,2023,2,04,61,1,1,400,36,1,93,11,0030000,08,2,  ,    , ,01,2026,1,  120000,5,AC   ,050,000,050,000,000,2,       ,2,        ,337.7823,1,2023,2900
166,1,137,6,2,2,39,1,1,2023,2,04,09,1,1,234,60,1,91,96,0020000,08,2,  ,    , ,01,2028,1,   60000,5,AC   ,050,000,050,000,000,2,       ,2,        ,458.5386,1,2023,2900
167,1,138,4,2,2,45,1,1,2022,2,04,53,1,1,211,60,1,91,96,0020000,20,2,  ,    , ,01,2027,1,   72000,5,AC   ,040,000,060,000,000,2,       ,2,        ,441.9652,1,2023,2900
168,1,139,2,2,2,41,1,3,2023,2,10,52,1,1,211,36,1,91,96,0030000,06,2,  ,    , ,03,2026,1,    6000,5,A    ,100,000,000,000,000,2,       ,2,        ,442.1029,1,2023,2900
169,1,140,5,7,2,65,4,3,2023,3,10,22,4, ,214,0,2,  ,  ,       ,  ,1,03,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,425.7057,2,2023,2900
170,1,141,1,1,2,20,2,7,2023,1,09,09,4, ,400,3,2,  ,  ,       ,  ,1,09,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,428.9254,2,2023,2900
171,1,142,2,2,2,45,1,6,2022,2,10,09,1,1,234,25,1,91,96,0025000,15,2,  ,    , ,07,2024,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,557.4862,1,2023,3300
172,1,143,2,2,2,33,1,4,2023,2,04,52,1,1,211,36,1,91,96,0025000,05,2,  ,    , ,04,2026,1,   62500,5,ACE  ,050,000,020,000,030,2,       ,2,        ,527.8081,1,2023,3300
173,1,144,2,3,1,27,1,1,2023,2,10,51,1,1,500,88,1,51,56,0050000,08,2,  ,    , ,88,8888,1,   36000,1,AB   ,050,050,000,000,000,2,       ,2,        ,530.4737,1,2023,3300
174,1,144,3,5,2,32,1,1,2023,2,10,14,1,1,500,88,1,24,56,0090000,08,2,  ,    , ,88,8888,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,527.8081,1,2023,3300
175,1,145,2,5,1,48,1,7,2022,2,09,92,1,1,233,24,1,93,41,0030000,14,2,  ,    , ,07,2024,1,  150000,5,ABC  ,035,035,030,000,000,2,       ,2,        ,610.3135,1,2023,3300
176,1,146,2,4,2,46,2,1,2022,4,09,91,1,1,231,24,1,91,96,0025000,12,2,  ,    , ,01,2024,1,  120000,5,ABC  ,033,033,034,000,000,2,       ,2,        ,688.8761,1,2023,3300
177,1,147,2,7,2,56,2,5,2019,4,04,09,4, ,222,6,2,  ,  ,       ,  ,1,05,2022,2,  ,    ,2,       0, ,     ,   ,   ,   ,   ,   ,1,0025000,2,        ,446.7924,2,2023,3300
178,1,148,4,2,1,46,2,1,2023,2,03,61,1,2,214,35,1,62,03,0027000,28,2,  ,    , ,12,2025,1,  162000,1,AC   ,050,000,050,000,000,2,       ,2,        ,589.5073,1,2023,3300
179,1,149,2,3,1,40,1,1,2023,1,04,72,1,1,213,24,1,72,27,0020000,08,2,  ,    , ,01,2025,1,   60000,1,A    ,100,000,000,000,000,2,       ,2,        ,536.6171,1,2023,3300
180,1,149,5,5,1,39,1,1,2023,2,10,53,1,1,233,12,1,25,62,0050000,08,2,  ,    , ,01,2024,1,  180000,1,AC   ,090,000,010,000,000,2,       ,2,        ,536.6171,1,2023,3300
181,1,150,4,6,2,30,1,11,2021,1,09,52,1,1,231,25,1,91,96,0027000,22,2,  ,    , ,12,2023,1,  113000,5,A    ,100,000,000,000,000,2,       ,2,        ,532.6798,1,2023,3300
182,1,151,2,2,2,54,1,7,2020,2,09,53,1,1,235,88,1,13,86,0050000,38,2,  ,    , ,88,8888,1,  150000,1,A    ,100,000,000,000,000,2,       ,2,        ,562.6318,1,2023,3300
183,1,152,3,3,1,33,4,6,2023,1,10,52,1,2,214,10,1,83,03,0020000,50,1,06,2023,2,  ,    ,1,  120000,1,AD   ,070,000,000,030,000,1,0020000,2,        ,646.2276,1,2023,3300
184,1,153,2,2,1,31,1,12,2022,2,10,61,1,1,500,88,1,51,88,0080000,09,2,  ,    , ,88,8888,1,  120000,5,A    ,100,000,000,000,000,2,       ,2,        ,590.9407,1,2023,3300
185,1,154,6,3,2,26,2,3,2022,1,04,95,1,1,222,12,1,91,96,0025000,24,1,03,2023,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,587.9712,2,2023,3300
186,1,155,2,2,2,46,2,11,2020,2,03,91,1,1,232,41,1,91,96,0015000,60,2,  ,    , ,04,2024,1,   33000,5,A    ,100,000,000,000,000,2,       ,2,        ,623.4676,1,2023,3300
187,1,156,2,2,1,48,4,7,2023,2,08,43,1,2,500,8,1,96,52,0030000,40,2,  ,    , ,03,2024,1,   40000,1,A    ,100,000,000,000,000,2,       ,2,        ,552.3645,1,2023,3300
188,1,157,2,2,2,41,2,1,2023,2,04,81,1,1,222,88,1,51,96,0025000,05,2,  ,    , ,88,8888,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,528.7588,1,2023,3300
189,1,158,2,7,2,45,2,6,2021,4,04,09,1,1,231,36,1,91,96,0020000,39,2,  ,    , ,06,2024,1,   90000,1,AC   ,080,000,020,000,000,2,       ,2,        ,614.6538,1,2023,3300
190,1,159,2,2,2,34,2,9,2021,2,10,09,1,1,221,48,1,91,96,0021000,48,1,09,2023,2,  ,    ,1,   21000,5,A    ,100,000,000,000,000,1,0100000,2,        ,581.9323,1,2023,3300
191,1,160,2,2,1,37,2,5,2022,2,04,61,1,1,213,24,1,93,16,0040000,41,2,  ,    , ,05,2024,1,  155000,5,ABC  ,075,015,010,000,000,2,       ,2,        ,639.1053,1,2023,3300
192,1,161,2,2,2,59,2,7,2023,2,10,61,1,1,233,24,1,91,96,0020000,26,2,  ,    , ,07,2025,1,   40000,5,A    ,100,000,000,000,000,1,0100000,2,        ,441.8755,1,2023,3300
193,1,161,3,3,1,31,1,6,2023,2,10,22,1,1,233,24,1,22,86,0060000,03,2,  ,    , ,06,2025,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,574.2372,1,2023,3300
194,1,162,2,3,2,35,1,2,2023,4,04,61,1,1,233,24,1,91,81,0020000,07,2,  ,    , ,02,2025,1,   48000,5,A    ,100,000,000,000,000,2,       ,2,        ,511.8059,1,2023,3300
195,1,163,3,3,1,24,1,5,2021,1,04,92,1,1,233,88,1,51,96,0020000,28,2,  ,    , ,88,8888,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,493.8969,1,2023,3300
196,1,163,5,3,2,31,2,2,2023,4,04,61,1,1,234,24,1,91,96,0030000,31,2,  ,    , ,02,2025,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,571.3516,1,2023,3300
197,1,164,3,3,2,27,1,3,2019,1,10,22,1,1,213,60,1,93,26,0040000,54,2,  ,    , ,03,2024,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,571.3516,1,2023,3300
198,1,165,2,2,2,40,1,4,2023,2,04,61,1,1,231,24,1,91,96,0030000,05,2,  ,    , ,04,2025,1,  100000,5,AE   ,050,000,000,000,050,2,       ,2,        ,511.8059,1,2023,3300
199,1,166,3,3,2,35,1,4,2023,1,04,61,1,1,222,24,1,91,96,0020000,05,2,  ,    , ,04,2025,1,   50000,5,A    ,100,000,000,000,000,2,       ,2,        ,511.8059,1,2023,3300
200,1,167,2,2,1,32,5,1,2023,2,10,09,1,2,500,6,1,31,03,0100000,30,1,07,2023,2,  ,    ,1,  150000,1,ABC  ,050,025,025,000,000,1,0300000,2,        ,550.5042,1,2023,3300
201,1,168,5,3,1,30,1,4,2019,4,10,42,1,1,233,88,1,42,81,0020000,53,2,  ,    , ,88,8888,1,   15000,5,A    ,100,000,000,000,000,2,       ,2,        ,550.5042,1,2023,3300
202,1,169,2,4,2,67,1,12,2022,3,10,42,4, ,500,3,2,  ,  ,       ,  ,1,03,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,556.3254,2,2023,3300
203,1,169,3,4,2,60,3,7,2023,1,10,09,4, ,500,3,2,  ,  ,       ,  ,2,  ,    , ,10,2023,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,423.613,2,2023,3300
204,1,170,3,3,2,44,1,6,2022,4,10,09,1,1,221,24,1,91,81,0025000,15,2,  ,    , ,06,2024,1,   75000,5,A    ,100,000,000,000,000,2,       ,2,        ,490.6531,1,2023,3300
205,1,171,3,3,1,32,2,5,2023,2,10,22,1,1,232,12,1,22,86,0060000,28,2,  ,    , ,05,2024,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,550.5042,1,2023,3300
206,1,171,4,5,2,32,2,5,2023,2,10,22,1,1,232,12,1,22,86,0060000,28,2,  ,    , ,05,2024,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,547.7379,1,2023,3300
207,1,172,3,3,2,43,2,8,2023,2,04,91,1,1,235,28,1,91,96,0021000,24,2,  ,    , ,12,2025,1,   35000,1,ACD  ,030,000,040,030,000,2,       ,1,00068000,601.9352,1,2023,3300
208,1,173,2,2,2,40,2,4,2022,2,10,52,1,1,500,36,1,52,56,0030000,24,2,  ,    , ,04,2025,1,   80000,1,ABCD ,020,040,020,020,000,2,       ,2,        ,601.9352,1,2023,3300
209,1,174,5,3,1,32,1,6,2023,4,10,51,1,1,235,24,1,51,56,0030000,03,2,  ,    , ,06,2025,1,   33000,1,ABCD ,025,030,025,020,000,2,       ,2,        ,525.2806,1,2023,3300
210,1,175,2,2,2,46,1,11,2018,2,10,11,1,1,234,88,1,91,96,0020000,58,2,  ,    , ,88,8888,1,   90000,5,A    ,100,000,000,000,000,2,       ,2,        ,553.8842,1,2023,3300
211,1,176,1,1,2,82,1,11,2019,3,10,24,4, ,214,0,2,  ,  ,       ,  ,1,11,2019,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,586.1489,2,2023,3300
212,1,177,2,2,1,48,3,5,2019,2,10,21,1,1,233,59,1,21,29,0030000,04,2,  ,    , ,04,2024,1,  120000,1,A    ,100,000,000,000,000,2,       ,2,        ,540.0349,1,2023,3300
213,1,178,2,3,2,36,1,11,2019,4,10,41,1,1,232,88,1,52,47,0019500,46,2,  ,    , ,88,8888,1,   28000,5,A    ,100,000,000,000,000,2,       ,2,        ,578.3298,1,2023,3300
214,1,179,1,1,2,63,1,11,2019,3,10,09,1,1,233,36,1,91,96,0020000,36,1,11,2022,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,499.3101,2,2023,3300
215,1,180,6,3,2,32,1,6,2023,4,04,61,1,1,235,24,1,91,96,0030000,03,2,  ,    , ,06,2025,1,   60000,5,AE   ,050,000,000,000,050,2,       ,2,        ,645.6153,1,2023,3300
216,1,181,3,3,1,46,1,1,2023,2,10,41,1,1,400,12,1,41,82,0030000,08,2,  ,    , ,01,2024,1,   40000,5,A    ,100,000,000,000,000,2,       ,2,        ,604.1486,1,2023,3300
217,1,181,4,5,2,38,2,6,2021,2,09,09,1,1,234,36,1,91,96,0020000,51,2,  ,    , ,06,2024,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,578.3298,1,2023,3300
218,1,182,2,2,1,46,1,3,2021,2,09,41,1,1,213,36,1,93,25,0045000,30,2,  ,    , ,03,2024,1,  120000,5,A    ,100,000,000,000,000,2,       ,2,        ,604.1486,1,2023,3300
219,1,183,2,2,2,38,2,4,2022,2,04,61,1,1,233,24,1,91,96,0020000,43,2,  ,    , ,04,2024,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,532.9829,1,2023,3300
220,1,184,3,3,2,25,1,2,2019,1,04,94,1,1,234,58,1,94,56,0020000,55,2,  ,    , ,12,2023,1,   19000,5,AC   ,080,000,020,000,000,2,       ,2,        ,601.3823,1,2023,3300
221,1,185,3,3,2,39,1,12,2022,1,10,91,1,1,222,12,1,91,96,0020000,09,2,  ,    , ,12,2023,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,531.1193,1,2023,3300
222,1,186,2,2,1,37,1,10,2021,2,04,83,1,1,212,24,1,72,50,0080000,23,2,  ,    , ,10,2023,1,  180000,5,ACD  ,050,000,030,020,000,2,       ,2,        ,597.2947,1,2023,3300
223,1,187,4,2,1,45,1,6,2020,2,10,33,1,1,235,48,1,33,56,0054000,39,2,  ,    , ,06,2024,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,2122.1802,1,2023,5500
224,1,188,6,5,1,31,1,5,2021,2,04,81,1,1,213,36,1,81,26,0062000,28,2,  ,    , ,05,2024,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,2134.1248,1,2023,5500
225,1,189,2,2,2,28,1,4,2023,2,04,52,1,1,222,25,1,91,96,0022000,05,2,  ,    , ,05,2025,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,2344.1658,1,2023,5500
226,1,190,2,2,2,48,5,12,2018,2,04,91,1,1,211,60,1,91,96,0020000,57,1,03,2023,4,  ,    ,1,  110000,5,E    ,000,000,000,000,100,2,       ,2,        ,1978.4292,2,2023,5500
227,1,191,3,3,2,39,1,11,2018,1,08,52,1,1,235,60,1,53,86,0050000,58,2,  ,    , ,11,2023,1,   90000,1,AC   ,070,000,030,000,000,2,       ,2,        ,1935.7007,1,2023,5500
228,1,192,2,2,1,46,1,3,2022,2,04,75,1,1,214,25,1,75,10,0040000,18,2,  ,    , ,04,2024,1,   60000,5,ACD  ,080,000,010,010,000,2,       ,2,        ,1544.8018,1,2023,5500
